Tiempo,Liga,Partido,Equipo,Jugador,Concepto,Valor,Concepto Real,Valor Real,Valor Numerico,Arbitro,Posicion ,
,argentina,tigre,newell,sills,DEFENSOR-QUITE-PIE FIRME,numerico,DEFENSOR-QUITE-PIE FIRME,NUMERICO,,,,
,argentina,tigre,newell,paz,DEFENSOR-QUITE-PIE FIRME,numerico,DEFENSOR-QUITE-PIE FIRME,NUMERICO,,,,
,argentina,tigre,newell,san roman,DEFENSOR-QUITE-PIE FIRME,numerico,DEFENSOR-QUITE-PIE FIRME,NUMERICO,,,,
,argentina,tigre,newell,formiliano,DEFENSOR-QUITE-PIE FIRME,numerico,DEFENSOR-QUITE-PIE FIRME,NUMERICO,,,,
,argentina,tigre,newell,mansilla,DEFENSOR-QUITE-PIE FIRME,numerico,DEFENSOR-QUITE-PIE FIRME,NUMERICO,,,,
,argentina,tigre,newell,valenzuela,DEFENSOR-QUITE-PIE FIRME,numerico,DEFENSOR-QUITE-PIE FIRME,NUMERICO,,,,
,argentina,tigre,newell,escobar,DEFENSOR-QUITE-PIE FIRME,numerico,DEFENSOR-QUITE-PIE FIRME,NUMERICO,,,,
,argentina,tigre,newell,moiragui,DEFENSOR-QUITE-BARRIDA,numerico,DEFENSOR-QUITE-BARRIDA,NUMERICO,,,,
,argentina,tigre,newell,dominguez,DEFENSOR-QUITE-BARRIDA,numerico,DEFENSOR-QUITE-BARRIDA,NUMERICO,,,,
,argentina,tigre,newell,voboril,DEFENSOR-QUITE-BARRIDA,numerico,DEFENSOR-QUITE-BARRIDA,NUMERICO,,,,
,argentina,tigre,newell,sills,DEFENSOR-QUITE-BARRIDA,numerico,DEFENSOR-QUITE-BARRIDA,NUMERICO,,,,
,argentina,tigre,newell,paz,DEFENSOR-QUITE-BARRIDA,numerico,DEFENSOR-QUITE-BARRIDA,NUMERICO,,,,
,argentina,tigre,newell,san roman,DEFENSOR-QUITE-BARRIDA,numerico,DEFENSOR-QUITE-BARRIDA,NUMERICO,,,,
,argentina,tigre,newell,formiliano,DEFENSOR-QUITE-BARRIDA,numerico,DEFENSOR-QUITE-BARRIDA,NUMERICO,,,,
,argentina,tigre,newell,mansilla,DEFENSOR-QUITE-BARRIDA,numerico,DEFENSOR-QUITE-BARRIDA,NUMERICO,,,,
,argentina,tigre,newell,valenzuela,DEFENSOR-QUITE-BARRIDA,numerico,DEFENSOR-QUITE-BARRIDA,NUMERICO,,,,
,argentina,tigre,newell,escobar,DEFENSOR-QUITE-BARRIDA,numerico,DEFENSOR-QUITE-BARRIDA,NUMERICO,,,,
,argentina,tigre,newell,prediger,MEDIOCAMPISTA-QUITE-BARRIDA,numerico,MEDIOCAMPISTA-QUITE-BARRIDA,NUMERICO,,,,
,argentina,tigre,newell,rodrigez,MEDIOCAMPISTA-QUITE-BARRIDA,numerico,MEDIOCAMPISTA-QUITE-BARRIDA,NUMERICO,,,,
,argentina,tigre,newell,quignon,MEDIOCAMPISTA-QUITE-BARRIDA,numerico,MEDIOCAMPISTA-QUITE-BARRIDA,NUMERICO,,,,
,argentina,tigre,newell,elias,MEDIOCAMPISTA-QUITE-BARRIDA,numerico,MEDIOCAMPISTA-QUITE-BARRIDA,NUMERICO,,,,
,argentina,tigre,newell,formica,MEDIOCAMPISTA-QUITE-BARRIDA,numerico,MEDIOCAMPISTA-QUITE-BARRIDA,NUMERICO,,,,
,argentina,tigre,newell,amoroso,MEDIOCAMPISTA-QUITE-BARRIDA,numerico,MEDIOCAMPISTA-QUITE-BARRIDA,NUMERICO,,,,
,argentina,tigre,newell,isnaldo,MEDIOCAMPISTA-QUITE-BARRIDA,numerico,MEDIOCAMPISTA-QUITE-BARRIDA,NUMERICO,,,,
,argentina,tigre,newell,rivero,MEDIOCAMPISTA-QUITE-BARRIDA,numerico,MEDIOCAMPISTA-QUITE-BARRIDA,NUMERICO,,,,
,argentina,tigre,newell,prediger,MEDIOCAMPISTA-QUITE-PIE FIRME,numerico,MEDIOCAMPISTA-QUITE-PIE FIRME,NUMERICO,,,,
,argentina,tigre,newell,rodrigez,MEDIOCAMPISTA-QUITE-PIE FIRME,numerico,MEDIOCAMPISTA-QUITE-PIE FIRME,NUMERICO,,,,
,argentina,tigre,newell,quignon,MEDIOCAMPISTA-QUITE-PIE FIRME,numerico,MEDIOCAMPISTA-QUITE-PIE FIRME,NUMERICO,,,,
,argentina,tigre,newell,elias,MEDIOCAMPISTA-QUITE-PIE FIRME,numerico,MEDIOCAMPISTA-QUITE-PIE FIRME,NUMERICO,,,,
,argentina,tigre,newell,formica,MEDIOCAMPISTA-QUITE-PIE FIRME,numerico,MEDIOCAMPISTA-QUITE-PIE FIRME,NUMERICO,,,,
,argentina,tigre,newell,amoroso,MEDIOCAMPISTA-QUITE-PIE FIRME,numerico,MEDIOCAMPISTA-QUITE-PIE FIRME,NUMERICO,,,,
,argentina,tigre,newell,isnaldo,MEDIOCAMPISTA-QUITE-PIE FIRME,numerico,MEDIOCAMPISTA-QUITE-PIE FIRME,NUMERICO,,,,
,argentina,tigre,newell,rivero,MEDIOCAMPISTA-QUITE-PIE FIRME,numerico,MEDIOCAMPISTA-QUITE-PIE FIRME,NUMERICO,,,,
,argentina,tigre,newell,figueroa,DELANTERO-QUITE-PIE FIRME,numerico,DELANTERO-QUITE-PIE FIRME,NUMERICO,,,,
,argentina,tigre,newell,huguenet,DELANTERO-QUITE-PIE FIRME,numerico,DELANTERO-QUITE-PIE FIRME,NUMERICO,,,,
,argentina,tigre,newell,scocco,DELANTERO-QUITE-PIE FIRME,numerico,DELANTERO-QUITE-PIE FIRME,NUMERICO,,,,
,argentina,tigre,newell,rotondi,DELANTERO-QUITE-PIE FIRME,numerico,DELANTERO-QUITE-PIE FIRME,NUMERICO,,,,
,argentina,tigre,newell,tevez,DELANTERO-QUITE-PIE FIRME,numerico,DELANTERO-QUITE-PIE FIRME,NUMERICO,,,,
,argentina,tigre,newell,fertoli,DELANTERO-QUITE-PIE FIRME,numerico,DELANTERO-QUITE-PIE FIRME,NUMERICO,,,,
,argentina,tigre,newell,tissera,DELANTERO-QUITE-PIE FIRME,numerico,DELANTERO-QUITE-PIE FIRME,NUMERICO,,,,
,argentina,tigre,newell,figueroa,DELANTERO-QUITE-BARRIDA,numerico,DELANTERO-QUITE-BARRIDA,NUMERICO,,,,
,argentina,tigre,newell,huguenet,DELANTERO-QUITE-BARRIDA,numerico,DELANTERO-QUITE-BARRIDA,NUMERICO,,,,
,argentina,tigre,newell,scocco,DELANTERO-QUITE-BARRIDA,numerico,DELANTERO-QUITE-BARRIDA,NUMERICO,,,,
,argentina,tigre,newell,rotondi,DELANTERO-QUITE-BARRIDA,numerico,DELANTERO-QUITE-BARRIDA,NUMERICO,,,,
,argentina,tigre,newell,tevez,DELANTERO-QUITE-BARRIDA,numerico,DELANTERO-QUITE-BARRIDA,NUMERICO,,,,
,argentina,tigre,newell,fertoli,DELANTERO-QUITE-BARRIDA,numerico,DELANTERO-QUITE-BARRIDA,NUMERICO,,,,
,argentina,tigre,newell,tissera,DELANTERO-QUITE-BARRIDA,numerico,DELANTERO-QUITE-BARRIDA,NUMERICO,,,,
,argentina,tigre,newell,moiragui,DEFENSOR-PASE-CORTO-ADELANTE,malo,#N/A,MALO,,,,
,argentina,tigre,newell,dominguez,DEFENSOR-PASE-CORTO-ADELANTE,malo,#N/A,MALO,,,,
,argentina,tigre,newell,voboril,DEFENSOR-PASE-CORTO-ADELANTE,malo,#N/A,MALO,,,,
,argentina,tigre,newell,sills,DEFENSOR-PASE-CORTO-ADELANTE,malo,#N/A,MALO,,,,
,argentina,tigre,newell,paz,DEFENSOR-PASE-CORTO-ADELANTE,malo,#N/A,MALO,,,,
,argentina,tigre,newell,san roman,DEFENSOR-PASE-CORTO-ADELANTE,malo,#N/A,MALO,,,,
,argentina,tigre,newell,formiliano,DEFENSOR-PASE-CORTO-ADELANTE,malo,#N/A,MALO,,,,
,argentina,tigre,newell,mansilla,DEFENSOR-PASE-CORTO-ADELANTE,malo,#N/A,MALO,,,,
,argentina,tigre,newell,valenzuela,DEFENSOR-PASE-CORTO-ADELANTE,malo,#N/A,MALO,,,,
,argentina,tigre,newell,escobar,DEFENSOR-PASE-CORTO-ADELANTE,malo,#N/A,MALO,,,,
,argentina,tigre,newell,moiragui,DEFENSOR-PASE-CORTO-ATRAS,bueno,#N/A,BUENO,,,,
,argentina,tigre,newell,dominguez,DEFENSOR-PASE-CORTO-ATRAS,bueno,#N/A,BUENO,,,,
,argentina,tigre,newell,voboril,DEFENSOR-PASE-CORTO-ATRAS,bueno,#N/A,BUENO,,,,
,argentina,tigre,newell,sills,DEFENSOR-PASE-CORTO-ATRAS,bueno,#N/A,BUENO,,,,
,argentina,tigre,newell,paz,DEFENSOR-PASE-CORTO-ATRAS,bueno,#N/A,BUENO,,,,
,argentina,tigre,newell,san roman,DEFENSOR-PASE-CORTO-ATRAS,bueno,#N/A,BUENO,,,,
,argentina,tigre,newell,formiliano,DEFENSOR-PASE-CORTO-ATRAS,bueno,#N/A,BUENO,,,,
,argentina,tigre,newell,mansilla,DEFENSOR-PASE-CORTO-ATRAS,bueno,#N/A,BUENO,,,,
,argentina,tigre,newell,valenzuela,DEFENSOR-PASE-CORTO-ATRAS,bueno,#N/A,BUENO,,,,
,argentina,tigre,newell,escobar,DEFENSOR-PASE-CORTO-ATRAS,bueno,#N/A,BUENO,,,,
,argentina,tigre,newell,moiragui,DEFENSOR-PASE-CORTO-ATRAS,malo,#N/A,MALO,,,,
,argentina,tigre,newell,dominguez,DEFENSOR-PASE-CORTO-ATRAS,malo,#N/A,MALO,,,,
,argentina,tigre,newell,voboril,DEFENSOR-PASE-CORTO-ATRAS,malo,#N/A,MALO,,,,
,argentina,tigre,newell,sills,DEFENSOR-PASE-CORTO-ATRAS,malo,#N/A,MALO,,,,
,argentina,tigre,newell,paz,DEFENSOR-PASE-CORTO-ATRAS,malo,#N/A,MALO,,,,
,argentina,tigre,newell,san roman,DEFENSOR-PASE-CORTO-ATRAS,malo,#N/A,MALO,,,,
,argentina,tigre,newell,formiliano,DEFENSOR-PASE-CORTO-ATRAS,malo,#N/A,MALO,,,,
,argentina,tigre,newell,mansilla,DEFENSOR-PASE-CORTO-ATRAS,malo,#N/A,MALO,,,,
,argentina,tigre,newell,valenzuela,DEFENSOR-PASE-CORTO-ATRAS,malo,#N/A,MALO,,,,
,argentina,tigre,newell,escobar,DEFENSOR-PASE-CORTO-ATRAS,malo,#N/A,MALO,,,,
,argentina,tigre,newell,moiragui,DEFENSOR-PASE-LARGO-ADELANTE,bueno,#N/A,BUENO,,,,
,argentina,tigre,newell,dominguez,DEFENSOR-PASE-LARGO-ADELANTE,bueno,#N/A,BUENO,,,,
,argentina,tigre,newell,voboril,DEFENSOR-PASE-LARGO-ADELANTE,bueno,#N/A,BUENO,,,,
,argentina,tigre,newell,sills,DEFENSOR-PASE-LARGO-ADELANTE,bueno,#N/A,BUENO,,,,
,argentina,tigre,newell,paz,DEFENSOR-PASE-LARGO-ADELANTE,bueno,#N/A,BUENO,,,,
,argentina,tigre,newell,san roman,DEFENSOR-PASE-LARGO-ADELANTE,bueno,#N/A,BUENO,,,,
,argentina,tigre,newell,formiliano,DEFENSOR-PASE-LARGO-ADELANTE,bueno,#N/A,BUENO,,,,
,argentina,tigre,newell,mansilla,DEFENSOR-PASE-LARGO-ADELANTE,bueno,#N/A,BUENO,,,,
,argentina,tigre,newell,valenzuela,DEFENSOR-PASE-LARGO-ADELANTE,bueno,#N/A,BUENO,,,,
,argentina,tigre,newell,escobar,DEFENSOR-PASE-LARGO-ADELANTE,bueno,#N/A,BUENO,,,,
,argentina,tigre,newell,moiragui,DEFENSOR-PASE-LARGO-ADELANTE,malo,#N/A,MALO,,,,
,argentina,tigre,newell,dominguez,DEFENSOR-PASE-LARGO-ADELANTE,malo,#N/A,MALO,,,,
,argentina,tigre,newell,voboril,DEFENSOR-PASE-LARGO-ADELANTE,malo,#N/A,MALO,,,,
,argentina,tigre,newell,sills,DEFENSOR-PASE-LARGO-ADELANTE,malo,#N/A,MALO,,,,
,argentina,tigre,newell,paz,DEFENSOR-PASE-LARGO-ADELANTE,malo,#N/A,MALO,,,,
,argentina,tigre,newell,san roman,DEFENSOR-PASE-LARGO-ADELANTE,malo,#N/A,MALO,,,,
,argentina,tigre,newell,formiliano,DEFENSOR-PASE-LARGO-ADELANTE,malo,#N/A,MALO,,,,
,argentina,tigre,newell,mansilla,DEFENSOR-PASE-LARGO-ADELANTE,malo,#N/A,MALO,,,,
,argentina,tigre,newell,valenzuela,DEFENSOR-PASE-LARGO-ADELANTE,malo,#N/A,MALO,,,,
,argentina,tigre,newell,escobar,DEFENSOR-PASE-LARGO-ADELANTE,malo,#N/A,MALO,,,,
,argentina,tigre,newell,moiragui,DEFENSOR-PASE-LARGO-ATRAS,bueno,#N/A,BUENO,,,,
,argentina,tigre,newell,dominguez,DEFENSOR-PASE-LARGO-ATRAS,bueno,#N/A,BUENO,,,,
,argentina,tigre,newell,voboril,DEFENSOR-PASE-LARGO-ATRAS,bueno,#N/A,BUENO,,,,
,argentina,tigre,newell,sills,DEFENSOR-PASE-LARGO-ATRAS,bueno,#N/A,BUENO,,,,
,argentina,tigre,newell,paz,DEFENSOR-PASE-LARGO-ATRAS,bueno,#N/A,BUENO,,,,
,argentina,tigre,newell,san roman,DEFENSOR-PASE-LARGO-ATRAS,bueno,#N/A,BUENO,,,,
,argentina,tigre,newell,formiliano,DEFENSOR-PASE-LARGO-ATRAS,bueno,#N/A,BUENO,,,,
,argentina,tigre,newell,mansilla,DEFENSOR-PASE-LARGO-ATRAS,bueno,#N/A,BUENO,,,,
,argentina,tigre,newell,valenzuela,DEFENSOR-PASE-LARGO-ATRAS,bueno,#N/A,BUENO,,,,
,argentina,tigre,newell,escobar,DEFENSOR-PASE-LARGO-ATRAS,malo,#N/A,MALO,,,,
,argentina,tigre,newell,moiragui,DEFENSOR-PASE-LARGO-ATRAS,malo,#N/A,MALO,,,,
,argentina,tigre,newell,dominguez,DEFENSOR-PASE-LARGO-ATRAS,malo,#N/A,MALO,,,,
,argentina,tigre,newell,voboril,DEFENSOR-PASE-LARGO-ATRAS,malo,#N/A,MALO,,,,
,argentina,tigre,newell,sills,DEFENSOR-PASE-LARGO-ATRAS,malo,#N/A,MALO,,,,
,argentina,tigre,newell,paz,DEFENSOR-PASE-LARGO-ATRAS,malo,#N/A,MALO,,,,
,argentina,tigre,newell,san roman,DEFENSOR-PASE-LARGO-ATRAS,malo,#N/A,MALO,,,,
,argentina,tigre,newell,formiliano,DEFENSOR-PASE-LARGO-ATRAS,malo,#N/A,MALO,,,,
,argentina,tigre,newell,mansilla,DEFENSOR-PASE-LARGO-ATRAS,malo,#N/A,MALO,,,,
,argentina,tigre,newell,valenzuela,DEFENSOR-PASE-LARGO-ATRAS,malo,#N/A,MALO,,,,
,argentina,tigre,newell,escobar,DEFENSOR-PASE-LARGO-ATRAS,malo,#N/A,MALO,,,,
,argentina,tigre,newell,prediger,MEDIOCAMPISTA-PASE-CORTO-ADELANTE,malo,#N/A,MALO,,,,
,argentina,tigre,newell,rodrigez,MEDIOCAMPISTA-PASE-CORTO-ADELANTE,malo,#N/A,MALO,,,,
,argentina,tigre,newell,quignon,MEDIOCAMPISTA-PASE-CORTO-ADELANTE,malo,#N/A,MALO,,,,
,argentina,tigre,newell,elias,MEDIOCAMPISTA-PASE-CORTO-ADELANTE,malo,#N/A,MALO,,,,
,argentina,tigre,newell,formica,MEDIOCAMPISTA-PASE-CORTO-ADELANTE,malo,#N/A,MALO,,,,
,argentina,tigre,newell,amoroso,MEDIOCAMPISTA-PASE-CORTO-ADELANTE,malo,#N/A,MALO,,,,
,argentina,tigre,newell,isnaldo,MEDIOCAMPISTA-PASE-CORTO-ADELANTE,malo,#N/A,MALO,,,,
,argentina,tigre,newell,rivero,MEDIOCAMPISTA-PASE-CORTO-ADELANTE,malo,#N/A,MALO,,,,
,argentina,tigre,newell,prediger,MEDIOCAMPISTA-PASE-CORTO-ADELANTE,malo,#N/A,MALO,,,,
,argentina,tigre,newell,rodrigez,MEDIOCAMPISTA-PASE-CORTO-ADELANTE,malo,#N/A,MALO,,,,
,argentina,tigre,newell,quignon,MEDIOCAMPISTA-PASE-CORTO-ADELANTE,malo,#N/A,MALO,,,,
,argentina,tigre,newell,elias,MEDIOCAMPISTA-PASE-CORTO-ADELANTE,malo,#N/A,MALO,,,,
,argentina,tigre,newell,formica,MEDIOCAMPISTA-PASE-CORTO-ADELANTE,malo,#N/A,MALO,,,,
,argentina,tigre,newell,amoroso,MEDIOCAMPISTA-PASE-CORTO-ADELANTE,malo,#N/A,MALO,,,,
,argentina,tigre,newell,isnaldo,MEDIOCAMPISTA-PASE-CORTO-ADELANTE,malo,#N/A,MALO,,,,
,argentina,tigre,newell,rivero,MEDIOCAMPISTA-PASE-CORTO-ADELANTE,malo,#N/A,MALO,,,,
,argentina,tigre,newell,prediger,MEDIOCAMPISTA-PASE-CORTO-ATRAS,bueno,#N/A,BUENO,,,,
,argentina,tigre,newell,rodrigez,MEDIOCAMPISTA-PASE-CORTO-ATRAS,bueno,#N/A,BUENO,,,,
,argentina,tigre,newell,quignon,MEDIOCAMPISTA-PASE-CORTO-ATRAS,bueno,#N/A,BUENO,,,,
,argentina,tigre,newell,elias,MEDIOCAMPISTA-PASE-CORTO-ATRAS,bueno,#N/A,BUENO,,,,
,argentina,tigre,newell,formica,MEDIOCAMPISTA-PASE-CORTO-ATRAS,bueno,#N/A,BUENO,,,,
,argentina,tigre,newell,amoroso,MEDIOCAMPISTA-PASE-CORTO-ATRAS,bueno,#N/A,BUENO,,,,
,argentina,tigre,newell,isnaldo,MEDIOCAMPISTA-PASE-CORTO-ATRAS,bueno,#N/A,BUENO,,,,
,argentina,tigre,newell,rivero,MEDIOCAMPISTA-PASE-CORTO-ATRAS,bueno,#N/A,BUENO,,,,
,argentina,tigre,newell,prediger,MEDIOCAMPISTA-PASE-CORTO-ATRAS,bueno,#N/A,BUENO,,,,
,argentina,tigre,newell,rodrigez,MEDIOCAMPISTA-PASE-CORTO-ATRAS,bueno,#N/A,BUENO,,,,
,argentina,tigre,newell,quignon,MEDIOCAMPISTA-PASE-CORTO-ATRAS,bueno,#N/A,BUENO,,,,
,argentina,tigre,newell,elias,MEDIOCAMPISTA-PASE-CORTO-ATRAS,bueno,#N/A,BUENO,,,,
,argentina,tigre,newell,formica,MEDIOCAMPISTA-PASE-CORTO-ATRAS,bueno,#N/A,BUENO,,,,
,argentina,tigre,newell,amoroso,MEDIOCAMPISTA-PASE-CORTO-ATRAS,bueno,#N/A,BUENO,,,,
,argentina,tigre,newell,isnaldo,MEDIOCAMPISTA-PASE-CORTO-ATRAS,bueno,#N/A,BUENO,,,,
,argentina,tigre,newell,rivero,MEDIOCAMPISTA-PASE-CORTO-ATRAS,bueno,#N/A,BUENO,,,,
,argentina,tigre,newell,prediger,MEDIOCAMPISTA-PASE-CORTO-ATRAS,malo,#N/A,MALO,,,,
,argentina,tigre,newell,rodrigez,MEDIOCAMPISTA-PASE-CORTO-ATRAS,malo,#N/A,MALO,,,,
,argentina,tigre,newell,quignon,MEDIOCAMPISTA-PASE-CORTO-ATRAS,malo,#N/A,MALO,,,,
,argentina,tigre,newell,elias,MEDIOCAMPISTA-PASE-CORTO-ATRAS,malo,#N/A,MALO,,,,
,argentina,tigre,newell,formica,MEDIOCAMPISTA-PASE-CORTO-ATRAS,malo,#N/A,MALO,,,,
,argentina,tigre,newell,amoroso,MEDIOCAMPISTA-PASE-CORTO-ATRAS,malo,#N/A,MALO,,,,
,argentina,tigre,newell,isnaldo,MEDIOCAMPISTA-PASE-CORTO-ATRAS,malo,#N/A,MALO,,,,
,argentina,tigre,newell,rivero,MEDIOCAMPISTA-PASE-CORTO-ATRAS,malo,#N/A,MALO,,,,
,argentina,tigre,newell,prediger,MEDIOCAMPISTA-PASE-CORTO-ATRAS,malo,#N/A,MALO,,,,
,argentina,tigre,newell,rodrigez,MEDIOCAMPISTA-PASE-CORTO-ATRAS,malo,#N/A,MALO,,,,
,argentina,tigre,newell,quignon,MEDIOCAMPISTA-PASE-CORTO-ATRAS,malo,#N/A,MALO,,,,
,argentina,tigre,newell,elias,MEDIOCAMPISTA-PASE-CORTO-ATRAS,malo,#N/A,MALO,,,,
,argentina,tigre,newell,formica,MEDIOCAMPISTA-PASE-CORTO-ATRAS,malo,#N/A,MALO,,,,
,argentina,tigre,newell,amoroso,MEDIOCAMPISTA-PASE-CORTO-ATRAS,malo,#N/A,MALO,,,,
,argentina,tigre,newell,isnaldo,MEDIOCAMPISTA-PASE-CORTO-ATRAS,malo,#N/A,MALO,,,,
,argentina,tigre,newell,rivero,MEDIOCAMPISTA-PASE-CORTO-ATRAS,malo,#N/A,MALO,,,,
,argentina,tigre,newell,prediger,MEDIOCAMPISTA-PASE-LARGO-ADELANTE,bueno,#N/A,BUENO,,,,
,argentina,tigre,newell,rodrigez,MEDIOCAMPISTA-PASE-LARGO-ADELANTE,bueno,#N/A,BUENO,,,,
,argentina,tigre,newell,quignon,MEDIOCAMPISTA-PASE-LARGO-ADELANTE,bueno,#N/A,BUENO,,,,
,argentina,tigre,newell,elias,MEDIOCAMPISTA-PASE-LARGO-ADELANTE,bueno,#N/A,BUENO,,,,
,argentina,tigre,newell,formica,MEDIOCAMPISTA-PASE-LARGO-ADELANTE,bueno,#N/A,BUENO,,,,
,argentina,tigre,newell,amoroso,MEDIOCAMPISTA-PASE-LARGO-ADELANTE,bueno,#N/A,BUENO,,,,
,argentina,tigre,newell,isnaldo,MEDIOCAMPISTA-PASE-LARGO-ADELANTE,bueno,#N/A,BUENO,,,,
,argentina,tigre,newell,rivero,MEDIOCAMPISTA-PASE-LARGO-ADELANTE,bueno,#N/A,BUENO,,,,
,argentina,tigre,newell,prediger,MEDIOCAMPISTA-PASE-LARGO-ADELANTE,bueno,#N/A,BUENO,,,,
,argentina,tigre,newell,rodrigez,MEDIOCAMPISTA-PASE-LARGO-ADELANTE,bueno,#N/A,BUENO,,,,
,argentina,tigre,newell,quignon,MEDIOCAMPISTA-PASE-LARGO-ADELANTE,bueno,#N/A,BUENO,,,,
,argentina,tigre,newell,elias,MEDIOCAMPISTA-PASE-LARGO-ADELANTE,bueno,#N/A,BUENO,,,,
,argentina,tigre,newell,formica,MEDIOCAMPISTA-PASE-LARGO-ADELANTE,bueno,#N/A,BUENO,,,,
,argentina,tigre,newell,amoroso,MEDIOCAMPISTA-PASE-LARGO-ADELANTE,bueno,#N/A,BUENO,,,,
,argentina,tigre,newell,isnaldo,MEDIOCAMPISTA-PASE-LARGO-ADELANTE,bueno,#N/A,BUENO,,,,
,argentina,tigre,newell,rivero,MEDIOCAMPISTA-PASE-LARGO-ADELANTE,bueno,#N/A,BUENO,,,,
,argentina,tigre,newell,rodrigez,MEDIOCAMPISTA-PASE-LARGO-ADELANTE,malo,#N/A,MALO,,,,
,argentina,tigre,newell,quignon,MEDIOCAMPISTA-PASE-LARGO-ADELANTE,malo,#N/A,MALO,,,,
,argentina,tigre,newell,elias,MEDIOCAMPISTA-PASE-LARGO-ADELANTE,malo,#N/A,MALO,,,,
,argentina,tigre,newell,formica,MEDIOCAMPISTA-PASE-LARGO-ADELANTE,malo,#N/A,MALO,,,,
,argentina,tigre,newell,amoroso,MEDIOCAMPISTA-PASE-LARGO-ADELANTE,malo,#N/A,MALO,,,,
,argentina,tigre,newell,isnaldo,MEDIOCAMPISTA-PASE-LARGO-ADELANTE,malo,#N/A,MALO,,,,
,argentina,tigre,newell,rivero,MEDIOCAMPISTA-PASE-LARGO-ADELANTE,malo,#N/A,MALO,,,,
,argentina,tigre,newell,prediger,MEDIOCAMPISTA-PASE-LARGO-ADELANTE,malo,#N/A,MALO,,,,
,argentina,tigre,newell,rodrigez,MEDIOCAMPISTA-PASE-LARGO-ADELANTE,malo,#N/A,MALO,,,,
,argentina,tigre,newell,quignon,MEDIOCAMPISTA-PASE-LARGO-ADELANTE,malo,#N/A,MALO,,,,
,argentina,tigre,newell,elias,MEDIOCAMPISTA-PASE-LARGO-ADELANTE,malo,#N/A,MALO,,,,
,argentina,tigre,newell,formica,MEDIOCAMPISTA-PASE-LARGO-ADELANTE,malo,#N/A,MALO,,,,
,argentina,tigre,newell,amoroso,MEDIOCAMPISTA-PASE-LARGO-ADELANTE,malo,#N/A,MALO,,,,
,argentina,tigre,newell,isnaldo,MEDIOCAMPISTA-PASE-LARGO-ADELANTE,malo,#N/A,MALO,,,,
,argentina,tigre,newell,rivero,MEDIOCAMPISTA-PASE-LARGO-ADELANTE,malo,#N/A,MALO,,,,
,argentina,tigre,newell,rodrigez,MEDIOCAMPISTA-PASE-LARGO-ATRAS,bueno,#N/A,BUENO,,,,
,argentina,tigre,newell,quignon,MEDIOCAMPISTA-PASE-LARGO-ATRAS,bueno,#N/A,BUENO,,,,
,argentina,tigre,newell,elias,MEDIOCAMPISTA-PASE-LARGO-ATRAS,bueno,#N/A,BUENO,,,,
,argentina,tigre,newell,formica,MEDIOCAMPISTA-PASE-LARGO-ATRAS,bueno,#N/A,BUENO,,,,
,argentina,tigre,newell,amoroso,MEDIOCAMPISTA-PASE-LARGO-ATRAS,bueno,#N/A,BUENO,,,,
,argentina,tigre,newell,isnaldo,MEDIOCAMPISTA-PASE-LARGO-ATRAS,bueno,#N/A,BUENO,,,,
,argentina,tigre,newell,rivero,MEDIOCAMPISTA-PASE-LARGO-ATRAS,bueno,#N/A,BUENO,,,,
,argentina,tigre,newell,prediger,MEDIOCAMPISTA-PASE-LARGO-ATRAS,bueno,#N/A,BUENO,,,,
,argentina,tigre,newell,rodrigez,MEDIOCAMPISTA-PASE-LARGO-ATRAS,bueno,#N/A,BUENO,,,,
,argentina,tigre,newell,quignon,MEDIOCAMPISTA-PASE-LARGO-ATRAS,bueno,#N/A,BUENO,,,,
,argentina,tigre,newell,elias,MEDIOCAMPISTA-PASE-LARGO-ATRAS,bueno,#N/A,BUENO,,,,
,argentina,tigre,newell,formica,MEDIOCAMPISTA-PASE-LARGO-ATRAS,bueno,#N/A,BUENO,,,,
,argentina,tigre,newell,amoroso,MEDIOCAMPISTA-PASE-LARGO-ATRAS,bueno,#N/A,BUENO,,,,
,argentina,tigre,newell,isnaldo,MEDIOCAMPISTA-PASE-LARGO-ATRAS,bueno,#N/A,BUENO,,,,
,argentina,tigre,newell,rivero,MEDIOCAMPISTA-PASE-LARGO-ATRAS,bueno,#N/A,BUENO,,,,
,argentina,tigre,newell,quignon,MEDIOCAMPISTA-PASE-LARGO-ATRAS,malo,#N/A,MALO,,,,
,argentina,tigre,newell,elias,MEDIOCAMPISTA-PASE-LARGO-ATRAS,malo,#N/A,MALO,,,,
,argentina,tigre,newell,formica,MEDIOCAMPISTA-PASE-LARGO-ATRAS,malo,#N/A,MALO,,,,
,argentina,tigre,newell,amoroso,MEDIOCAMPISTA-PASE-LARGO-ATRAS,malo,#N/A,MALO,,,,
,argentina,tigre,newell,isnaldo,MEDIOCAMPISTA-PASE-LARGO-ATRAS,malo,#N/A,MALO,,,,
,argentina,tigre,newell,rivero,MEDIOCAMPISTA-PASE-LARGO-ATRAS,malo,#N/A,MALO,,,,
,argentina,tigre,newell,prediger,MEDIOCAMPISTA-PASE-LARGO-ATRAS,malo,#N/A,MALO,,,,
,argentina,tigre,newell,rodrigez,MEDIOCAMPISTA-PASE-LARGO-ATRAS,malo,#N/A,MALO,,,,
,argentina,tigre,newell,quignon,MEDIOCAMPISTA-PASE-LARGO-ATRAS,malo,#N/A,MALO,,,,
,argentina,tigre,newell,elias,MEDIOCAMPISTA-PASE-LARGO-ATRAS,malo,#N/A,MALO,,,,
